"country","year","variable","value_type","downstream_use","value_old","value_new","ratio_new_old","pct_diff","abs_pct_diff","status","change_magnitude","extract_status_old","extract_status_new","source_file_old","source_file_new","sheet_old","sheet_new","cell_range_old","cell_range_new","excel_row_old","excel_row_new","excel_col_old","excel_col_new","role_old","role_new","matched_code_old","matched_code_new","code_long_old","code_long_new"
"PER",2008,"NFC_r_D42_cei","primitive","current_extractor",3707,3707,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",31,31,"M","M","NFC_r","NFC_r","D.42","D.42","Renta distribuida de las sociedades","Renta distribuida de las sociedades"
"PER",2008,"NFC_r_D43_cei","primitive","current_extractor",0,0,,,,"unchanged_zero","unchanged_zero","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",32,32,"M","M","NFC_r","NFC_r","D.43","D.43","Utilidades reinvertidas de la inversión extranjera directa","Utilidades reinvertidas de la inversión extranjera directa"
"PER",2008,"NFC_r_D44_cei","primitive","current_extractor",457,457,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",33,33,"M","M","NFC_r","NFC_r","D.44","D.44","Renta de la inversion","Renta de la inversion"
"PER",2008,"ratio_d43_d4","derived_ratio","cei_ratio_figures",0,0,,,,"unchanged_zero","unchanged_zero","computed","computed","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",,,,,,,,,,
"PER",2008,"ratio_d43d44","derived_ratio","cei_ratio_figures",0.0578008147963965,0.0578008147963965,1,0,0,"unchanged","unchanged","computed","computed","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",,,,,,,,,,
"PER",2008,"ratio_d44_b5g","derived_ratio","cei_ratio_figures",0.0124688999558513,0.0124688999558513,1,0,0,"unchanged","unchanged","computed","computed","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",,,,,,,,,,
"PER",2008,"ratio_d44_d4","derived_ratio","cei_ratio_figures",0.0578008147963965,0.0578008147963965,1,0,0,"unchanged","unchanged","computed","computed","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",,,,,,,,,,
"PER",2008,"ratio_d75_b5g","derived_ratio","cei_ratio_figures",,,,,,"not_compared","not_applicable","ratio_missing_input","ratio_missing_input","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",,,,,,,,,,
"PER",2008,"ratio_d75_d7","derived_ratio","cei_ratio_figures",,,,,,"not_compared","not_applicable","ratio_missing_input","ratio_missing_input","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",,,,,,,,,,
"PER",2008,"ROW_r_D4_cei","primitive","uprofits",30454,30454,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",29,29,"S","S","ROW_r","ROW_r","D.4","D.4","Rentas de la propiedad (incluye distribución del SIFMI)","Rentas de la propiedad (incluye distribución del SIFMI)"
"PER",2008,"ROW_r_D41_cei","primitive","current_extractor",6377,6377,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",30,30,"S","S","ROW_r","ROW_r","D.41","D.41","Intereses","Intereses"
"PER",2008,"ROW_r_D42_cei","primitive","current_extractor",14614,14614,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",31,31,"S","S","ROW_r","ROW_r","D.42","D.42","Renta distribuida de las sociedades","Renta distribuida de las sociedades"
"PER",2008,"ROW_r_D43_cei","primitive","current_extractor",9463,9463,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",32,32,"S","S","ROW_r","ROW_r","D.43","D.43","Utilidades reinvertidas de la inversión extranjera directa","Utilidades reinvertidas de la inversión extranjera directa"
"PER",2008,"ROW_r_D44_cei","primitive","current_extractor",0,0,,,,"unchanged_zero","unchanged_zero","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",33,33,"S","S","ROW_r","ROW_r","D.44","D.44","Renta de la inversion","Renta de la inversion"
"PER",2008,"TOT_B5g_cei","primitive","snacompare;uprofits",328417,328417,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",35,35,"U","U","TOT_r","TOT_r","B.5B","B.5B","Saldo de ingresos primarios bruto / Ingreso Nacional Bruto","Saldo de ingresos primarios bruto / Ingreso Nacional Bruto"
"PER",2008,"TOT_r_D4_cei","primitive","uprofits",114989,114989,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",29,29,"U","U","TOT_r","TOT_r","D.4","D.4","Rentas de la propiedad (incluye distribución del SIFMI)","Rentas de la propiedad (incluye distribución del SIFMI)"
"PER",2008,"TOT_r_D41_cei","primitive","current_extractor",29822,29822,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",30,30,"U","U","TOT_r","TOT_r","D.41","D.41","Intereses","Intereses"
"PER",2008,"TOT_r_D42_cei","primitive","current_extractor",67783,67783,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",31,31,"U","U","TOT_r","TOT_r","D.42","D.42","Renta distribuida de las sociedades","Renta distribuida de las sociedades"
"PER",2008,"TOT_r_D43_cei","primitive","current_extractor",9463,9463,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",32,32,"U","U","TOT_r","TOT_r","D.43","D.43","Utilidades reinvertidas de la inversión extranjera directa","Utilidades reinvertidas de la inversión extranjera directa"
"PER",2008,"TOT_r_D44_cei","primitive","current_extractor",3553,3553,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2008_2.xlsx","2008","2008","A21:U40","A21:U40",33,33,"U","U","TOT_r","TOT_r","D.44","D.44","Renta de la inversion","Renta de la inversion"
"PER",2009,"B2g_cei","primitive","snacompare",11533,11533,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",27,27,"P","P","households_r","households_r","B.2B","B.2B","Excedente de explotación bruto","Excedente de explotación bruto"
"PER",2009,"B3g_cei","primitive","snacompare",80864,80864,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",28,28,"P","P","households_r","households_r","B.3B","B.3B","Ingreso mixto bruto","Ingreso mixto bruto"
"PER",2009,"B5g_cei","primitive","snacompare",257832,257832,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",35,35,"P","P","households_r","households_r","B.5B","B.5B","Saldo de ingresos primarios bruto / Ingreso Nacional Bruto","Saldo de ingresos primarios bruto / Ingreso Nacional Bruto"
"PER",2009,"D1_cei","primitive","snacompare",113916,113916,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",21,21,"P","P","households_r","households_r","D.1","D.1","Remuneración de los asalariados","Remuneración de los asalariados"
"PER",2009,"D11_cei","primitive","current_extractor",101151,101151,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",22,22,"P","P","households_r","households_r","D.11","D.11","Sueldos y salarios","Sueldos y salarios"
"PER",2009,"D4_cei","primitive","snacompare;cei_ratio_figures",54817,54817,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",29,29,"P","P","households_r","households_r","D.4","D.4","Rentas de la propiedad (incluye distribución del SIFMI)","Rentas de la propiedad (incluye distribución del SIFMI)"
"PER",2009,"D43_cei","primitive","cei_ratio_figures",0,0,,,,"unchanged_zero","unchanged_zero","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",32,32,"G","G","households_u","households_u","D.43","D.43","Utilidades reinvertidas de la inversión extranjera directa","Utilidades reinvertidas de la inversión extranjera directa"
"PER",2009,"D44_cei","primitive","cei_ratio_figures",2730,2730,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",33,33,"P","P","households_r","households_r","D.44","D.44","Renta de la inversion","Renta de la inversion"
"PER",2009,"D5_cei","primitive","snacompare",6569,6569,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",36,36,"G","G","households_u","households_u","D.5","D.5","Impuestos corrientes sobre el ingreso, la riqueza, etc.","Impuestos corrientes sobre el ingreso, la riqueza, etc."
"PER",2009,"D61_cei","primitive","snacompare",22328,22328,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",37,37,"G","G","households_u","households_u","D.61","D.61","Contribuciones sociales","Contribuciones sociales"
"PER",2009,"D62_cei","primitive","snacompare",15003,15003,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",38,38,"P","P","households_r","households_r","D.62","D.62","Prestaciones sociales distintas a las transferencias sociales en especie","Prestaciones sociales distintas a las transferencias sociales en especie"
"PER",2009,"D7_cei","primitive","cei_ratio_figures",20467,20467,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",39,39,"P","P","households_r","households_r","D.7","D.7","Otras transferencias corrientes","Otras transferencias corrientes"
"PER",2009,"D75_cei","primitive","cei_ratio_figures",,,,,,"not_compared","not_applicable","no_code_match","no_code_match","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",,,,,"households_r","households_r",,,,
"PER",2009,"D752_cei","primitive","current_extractor",,,,,,"not_compared","not_applicable","no_code_match","no_code_match","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",,,,,"households_r","households_r",,,,
"PER",2009,"FC_B5g_cei","primitive","snacompare;uprofits",5745,5745,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",35,35,"N","N","FC_r","FC_r","B.5B","B.5B","Saldo de ingresos primarios bruto / Ingreso Nacional Bruto","Saldo de ingresos primarios bruto / Ingreso Nacional Bruto"
"PER",2009,"FC_r_D4_cei","primitive","uprofits",13998,13998,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",29,29,"N","N","FC_r","FC_r","D.4","D.4","Rentas de la propiedad (incluye distribución del SIFMI)","Rentas de la propiedad (incluye distribución del SIFMI)"
"PER",2009,"FC_r_D41_cei","primitive","current_extractor",11991,11991,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",30,30,"N","N","FC_r","FC_r","D.41","D.41","Intereses","Intereses"
"PER",2009,"FC_r_D42_cei","primitive","current_extractor",1949,1949,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",31,31,"N","N","FC_r","FC_r","D.42","D.42","Renta distribuida de las sociedades","Renta distribuida de las sociedades"
"PER",2009,"FC_r_D43_cei","primitive","current_extractor",0,0,,,,"unchanged_zero","unchanged_zero","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",32,32,"N","N","FC_r","FC_r","D.43","D.43","Utilidades reinvertidas de la inversión extranjera directa","Utilidades reinvertidas de la inversión extranjera directa"
"PER",2009,"FC_r_D44_cei","primitive","current_extractor",58,58,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",33,33,"N","N","FC_r","FC_r","D.44","D.44","Renta de la inversion","Renta de la inversion"
"PER",2009,"GG_B5g_cei","primitive","snacompare",36128,36128,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",35,35,"O","O","GG_r","GG_r","B.5B","B.5B","Saldo de ingresos primarios bruto / Ingreso Nacional Bruto","Saldo de ingresos primarios bruto / Ingreso Nacional Bruto"
"PER",2009,"GG_r_D4_cei","primitive","uprofits",5761,5761,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",29,29,"O","O","GG_r","GG_r","D.4","D.4","Rentas de la propiedad (incluye distribución del SIFMI)","Rentas de la propiedad (incluye distribución del SIFMI)"
"PER",2009,"GG_r_D41_cei","primitive","current_extractor",2109,2109,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",30,30,"O","O","GG_r","GG_r","D.41","D.41","Intereses","Intereses"
"PER",2009,"GG_r_D42_cei","primitive","current_extractor",748,748,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",31,31,"O","O","GG_r","GG_r","D.42","D.42","Renta distribuida de las sociedades","Renta distribuida de las sociedades"
"PER",2009,"GG_r_D43_cei","primitive","current_extractor",0,0,,,,"unchanged_zero","unchanged_zero","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",32,32,"O","O","GG_r","GG_r","D.43","D.43","Utilidades reinvertidas de la inversión extranjera directa","Utilidades reinvertidas de la inversión extranjera directa"
"PER",2009,"GG_r_D44_cei","primitive","current_extractor",16,16,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",33,33,"O","O","GG_r","GG_r","D.44","D.44","Renta de la inversion","Renta de la inversion"
"PER",2009,"NFC_B5g_cei","primitive","snacompare;uprofits",41481,41481,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",35,35,"M","M","NFC_r","NFC_r","B.5B","B.5B","Saldo de ingresos primarios bruto / Ingreso Nacional Bruto","Saldo de ingresos primarios bruto / Ingreso Nacional Bruto"
"PER",2009,"NFC_r_D4_cei","primitive","uprofits",8809,8809,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",29,29,"M","M","NFC_r","NFC_r","D.4","D.4","Rentas de la propiedad (incluye distribución del SIFMI)","Rentas de la propiedad (incluye distribución del SIFMI)"
"PER",2009,"NFC_r_D41_cei","primitive","current_extractor",4045,4045,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",30,30,"M","M","NFC_r","NFC_r","D.41","D.41","Intereses","Intereses"
"PER",2009,"NFC_r_D42_cei","primitive","current_extractor",4145,4145,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",31,31,"M","M","NFC_r","NFC_r","D.42","D.42","Renta distribuida de las sociedades","Renta distribuida de las sociedades"
"PER",2009,"NFC_r_D43_cei","primitive","current_extractor",0,0,,,,"unchanged_zero","unchanged_zero","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",32,32,"M","M","NFC_r","NFC_r","D.43","D.43","Utilidades reinvertidas de la inversión extranjera directa","Utilidades reinvertidas de la inversión extranjera directa"
"PER",2009,"NFC_r_D44_cei","primitive","current_extractor",556,556,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",33,33,"M","M","NFC_r","NFC_r","D.44","D.44","Renta de la inversion","Renta de la inversion"
"PER",2009,"ratio_d43_d4","derived_ratio","cei_ratio_figures",0,0,,,,"unchanged_zero","unchanged_zero","computed","computed","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",,,,,,,,,,
"PER",2009,"ratio_d43d44","derived_ratio","cei_ratio_figures",0.0498020687013153,0.0498020687013153,1,0,0,"unchanged","unchanged","computed","computed","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",,,,,,,,,,
"PER",2009,"ratio_d44_b5g","derived_ratio","cei_ratio_figures",0.0105882900493344,0.0105882900493344,1,0,0,"unchanged","unchanged","computed","computed","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",,,,,,,,,,
"PER",2009,"ratio_d44_d4","derived_ratio","cei_ratio_figures",0.0498020687013153,0.0498020687013153,1,0,0,"unchanged","unchanged","computed","computed","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",,,,,,,,,,
"PER",2009,"ratio_d75_b5g","derived_ratio","cei_ratio_figures",,,,,,"not_compared","not_applicable","ratio_missing_input","ratio_missing_input","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",,,,,,,,,,
"PER",2009,"ratio_d75_d7","derived_ratio","cei_ratio_figures",,,,,,"not_compared","not_applicable","ratio_missing_input","ratio_missing_input","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",,,,,,,,,,
"PER",2009,"ROW_r_D4_cei","primitive","uprofits",27416,27416,1,0,0,"unchanged","unchanged","matched","matched","/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/PER/cei_econtotal_2009_2.xlsx","2009","2009","A21:U40","A21:U40",29,29,"S","S","ROW_r","ROW_r","D.4","D.4","Rentas de la propiedad (incluye distribución del SIFMI)","Rentas de la propiedad (incluye distribución del SIFMI)"
